Education_Level,Experience,Projects,Skills,Certifications,Domain,Job Role,Courses,Keywords,Technologies
PhD,5+ years,"Web Development, Data Science","Java, SQL, Docker, React, AWS",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Data Science, AWS, React, Docker, Java, SQL, Web Development","AWS, React, Docker, Java, SQL"
Master,0-1 years,Machine Learning,"AWS, Docker, SQL, Python, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Docker, ML, SQL","AWS, Docker, ML, SQL"
PhD,5+ years,"AI, Cybersecurity","Python, SQL, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, Cybersecurity, AI, Java, SQL","Java, SQL"
Master,0-1 years,"Web Development, Machine Learning, Data Science","AWS, Python, ML, Docker, Java",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Data Science, AWS, Docker, ML, Java, Web Development","AWS, Docker, ML, Java"
Bachelor,1-3 years,"Data Science, AI, Machine Learning","Python, ML, Java, SQL, AWS",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, Data Science, AWS, AI, ML, Java, SQL","AWS, ML, Java, SQL"
Master,3-5 years,Data Science,"AWS, ML, Docker","Azure Fundamentals, AWS Certified",IT,Data Scientist,"AWS Training, Azure Fundamentals","Data Science, Docker, AWS, ML","Docker, AWS, ML"
Master,0-1 years,AI,"AWS, React, ML, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"AWS, AI, Docker, ML, React","AWS, Docker, ML, React"
Master,1-3 years,AI,"Docker, React, ML, Python",AWS Certified,IT,AI Engineer,AWS Training,"Python, AI, Docker, ML, React","Docker, ML, React"
Bachelor,5+ years,Cybersecurity,"Java, SQL, ML, React, Docker","Azure Fundamentals, AWS Certified",IT,Software Engineer,"AWS Training, Azure Fundamentals","Cybersecurity, Docker, Java, ML, SQL, React","Docker, Java, ML, SQL, React"
PhD,3-5 years,"Data Science, Machine Learning, Web Development","Docker, Python, ML, AWS, Java","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, Data Science, AWS, Docker, ML, Java, Web Development","AWS, Docker, ML, Java"
PhD,1-3 years,"Machine Learning, AI, Cloud Computing","Java, React, ML, Docker",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, AI, Docker, Java, ML, React, Cloud Computing","Docker, Java, ML, React"
Bachelor,0-1 years,"Cloud Computing, Machine Learning","Java, SQL, Python, Docker, AWS",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Docker, Java, SQL, Cloud Computing","AWS, Docker, Java, SQL"
Bachelor,1-3 years,"Cloud Computing, AI","React, SQL, ML",AWS Certified,IT,AI Engineer,AWS Training,"AI, ML, SQL, React, Cloud Computing","ML, SQL, React"
Bachelor,0-1 years,Data Science,"Python, Java, ML, Docker, SQL","Google Data Engineer, AWS Certified",IT,Data Scientist,"AWS Training, Google Cloud Certification","Python, Data Science, Docker, Java, ML, SQL","Docker, Java, ML, SQL"
Master,1-3 years,"Cybersecurity, AI, Cloud Computing","ML, Java, React, AWS, Docker","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Cybersecurity, AWS, AI, Docker, Java, ML, React, Cloud Computing","AWS, Docker, Java, ML, React"
Master,1-3 years,Web Development,"Java, ML, Docker","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Docker, Web Development, Java, ML","Docker, Java, ML"
PhD,0-1 years,"Web Development, AI, Cloud Computing","Docker, ML, Python, AWS, React",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, AWS, React, AI, Docker, ML, Web Development, Cloud Computing","AWS, React, Docker, ML"
Master,0-1 years,Web Development,"React, Docker, Python, ML","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","Python, React, Docker, ML, Web Development","React, Docker, ML"
PhD,5+ years,"Cybersecurity, Data Science","Java, ML, React",Google Data Engineer,IT,Data Scientist,Google Cloud Certification,"Data Science, Cybersecurity, Java, ML, React","Java, ML, React"
PhD,3-5 years,Web Development,"AWS, Python, Docker",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Python, Web Development, AWS, Docker","AWS, Docker"
Bachelor,5+ years,"Cloud Computing, Data Science","React, Docker, SQL, AWS",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"Data Science, AWS, Docker, SQL, React, Cloud Computing","AWS, Docker, SQL, React"
PhD,1-3 years,"Machine Learning, Data Science","Python, SQL, Docker, Java, ML",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Data Science, Docker, Java, ML, SQL","Docker, Java, ML, SQL"
Master,1-3 years,"AI, Cybersecurity","Java, SQL, Python","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Python, Cybersecurity, AI, Java, SQL","Java, SQL"
PhD,5+ years,Cloud Computing,"Python, AWS, Java",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Java, Python, AWS, Cloud Computing","Java, AWS"
Bachelor,3-5 years,Web Development,"Docker, ML, AWS, SQL","Google Data Engineer, Azure Fundamentals",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","AWS, Docker, ML, SQL, Web Development","AWS, Docker, ML, SQL"
Bachelor,0-1 years,"Cloud Computing, Machine Learning, Data Science","ML, React, Python, AWS, Java","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, Data Science, AWS, ML, Java, React, Cloud Computing","AWS, ML, Java, React"
PhD,1-3 years,"Cloud Computing, Web Development, Data Science","ML, React, Python, Java","AWS Certified, Google Data Engineer",IT,Web Developer,"AWS Training, Google Cloud Certification","Python, Data Science, React, ML, Java, Web Development, Cloud Computing","React, ML, Java"
PhD,3-5 years,AI,"SQL, ML, AWS","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","AI, SQL, AWS, ML","SQL, AWS, ML"
PhD,5+ years,"Machine Learning, Cybersecurity","Docker, AWS, React, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, AWS, Cybersecurity, Docker, SQL, React","AWS, Docker, SQL, React"
Master,0-1 years,Cloud Computing,"AWS, Docker, React, ML","Google Data Engineer, Azure Fundamentals",IT,Cloud Engineer,"Azure Fundamentals, Google Cloud Certification","AWS, Docker, ML, React, Cloud Computing","AWS, Docker, ML, React"
Master,3-5 years,"Machine Learning, Web Development","Python, Docker, AWS, React, Java","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AWS, React, Docker, Java, Web Development","AWS, React, Docker, Java"
Bachelor,0-1 years,Cybersecurity,"Docker, Java, SQL, React",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"Cybersecurity, Docker, Java, SQL, React","Docker, Java, SQL, React"
Master,5+ years,Web Development,"Python, Docker, ML, React",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, React, Docker, ML, Web Development","React, Docker, ML"
PhD,1-3 years,"Cybersecurity, AI, Cloud Computing","SQL, Docker, Java","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Cybersecurity, AI, Docker, Java, SQL, Cloud Computing","Docker, Java, SQL"
Master,1-3 years,Cybersecurity,"AWS, Java, Docker, Python",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"Python, AWS, Cybersecurity, Docker, Java","AWS, Docker, Java"
Master,1-3 years,"Cloud Computing, Machine Learning, Data Science","SQL, React, Python",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Data Science, SQL, React, Cloud Computing","SQL, React"
Master,5+ years,"Cybersecurity, Data Science, AI","Docker, Java, SQL",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Data Science, Cybersecurity, AI, Docker, Java, SQL","Docker, Java, SQL"
Master,3-5 years,"Cybersecurity, Web Development, Cloud Computing","Docker, Java, React, SQL, AWS","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Cybersecurity, AWS, React, Docker, Java, SQL, Web Development, Cloud Computing","AWS, React, Docker, Java, SQL"
Master,3-5 years,"Cybersecurity, Web Development, AI","ML, SQL, React, Docker, AWS","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Cybersecurity, AWS, React, AI, Docker, ML, SQL, Web Development","AWS, React, Docker, ML, SQL"
Master,0-1 years,"AI, Cybersecurity","Python, SQL, ML",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, Cybersecurity, AI, ML, SQL","ML, SQL"
Bachelor,0-1 years,"Web Development, Data Science","React, Docker, Java, SQL, Python","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","Python, Data Science, React, Docker, Java, SQL, Web Development","React, Docker, Java, SQL"
Bachelor,0-1 years,Data Science,"AWS, SQL, ML, Docker, Java","Google Data Engineer, Azure Fundamentals",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Data Science, AWS, Docker, ML, Java, SQL","AWS, Docker, ML, Java, SQL"
PhD,0-1 years,AI,"Python, React, Docker, Java, SQL",AWS Certified,IT,AI Engineer,AWS Training,"Python, AI, Docker, Java, SQL, React","Docker, Java, SQL, React"
Master,5+ years,"Web Development, Machine Learning","Docker, Java, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Docker, Java, Web Development","Docker, Java"
Bachelor,0-1 years,"AI, Data Science","React, Java, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Data Science, AI, Java, SQL, React","Java, SQL, React"
Master,3-5 years,"AI, Web Development, Machine Learning","ML, React, Docker, SQL, Python","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, React, AI, Docker, ML, SQL, Web Development","React, Docker, ML, SQL"
Bachelor,0-1 years,Cybersecurity,"Python, ML, Docker, React, SQL",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"Python, Cybersecurity, Docker, ML, SQL, React","Docker, ML, SQL, React"
PhD,0-1 years,"Cloud Computing, Cybersecurity, AI","AWS, Docker, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, AWS, Cybersecurity, AI, Docker, Cloud Computing","AWS, Docker"
PhD,1-3 years,"Web Development, AI","ML, SQL, AWS, Python","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, AWS, AI, ML, SQL, Web Development","AWS, ML, SQL"
Bachelor,5+ years,"Machine Learning, Cloud Computing, Cybersecurity","AWS, Java, ML, SQL, Python","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, AWS, Cybersecurity, Java, ML, SQL, Cloud Computing","AWS, Java, ML, SQL"
PhD,5+ years,"Cloud Computing, Data Science","AWS, ML, Python, Java","Google Data Engineer, AWS Certified",IT,Cloud Engineer,"AWS Training, Google Cloud Certification","Python, Data Science, AWS, ML, Java, Cloud Computing","AWS, ML, Java"
Bachelor,3-5 years,Data Science,"Python, Docker, Java, ML","Google Data Engineer, Azure Fundamentals",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, Docker, Java, ML","Docker, Java, ML"
PhD,5+ years,"Cybersecurity, Cloud Computing","Python, AWS, Docker",AWS Certified,IT,Cloud Engineer,AWS Training,"Python, AWS, Cybersecurity, Docker, Cloud Computing","AWS, Docker"
Bachelor,5+ years,"Cloud Computing, Cybersecurity, Data Science","Python, AWS, Java","Azure Fundamentals, AWS Certified",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, AWS, Cybersecurity, Java, Cloud Computing","AWS, Java"
Master,5+ years,"Data Science, Cloud Computing, AI","AWS, ML, Docker, SQL","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Data Science, AWS, AI, Docker, ML, SQL, Cloud Computing","AWS, Docker, ML, SQL"
Bachelor,0-1 years,"Web Development, Machine Learning, Cloud Computing","AWS, SQL, Python, React, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, React, ML, SQL, Web Development, Cloud Computing","AWS, React, ML, SQL"
Bachelor,3-5 years,Web Development,"ML, React, Java","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Java, Web Development, ML, React","Java, ML, React"
Bachelor,5+ years,"Machine Learning, Cloud Computing","React, AWS, ML, Python","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AWS, ML, React, Cloud Computing","AWS, ML, React"
PhD,0-1 years,Cybersecurity,"AWS, SQL, ML, Python, Java",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"Python, AWS, Cybersecurity, ML, Java, SQL","AWS, ML, Java, SQL"
Master,5+ years,"Data Science, Machine Learning, AI","ML, AWS, React, SQL, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Data Science, AWS, AI, ML, SQL, React","AWS, ML, SQL, React"
PhD,5+ years,Cloud Computing,"React, AWS, ML, SQL, Python","Azure Fundamentals, AWS Certified",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Python, AWS, ML, SQL, React, Cloud Computing","AWS, ML, SQL, React"
PhD,0-1 years,"Data Science, Web Development","Python, React, Java",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Python, Data Science, React, Java, Web Development","React, Java"
Master,0-1 years,"AI, Data Science, Cybersecurity","React, Java, Python, Docker","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, Cybersecurity, AI, Docker, Java, React","Docker, Java, React"
Bachelor,1-3 years,Web Development,"ML, React, AWS, SQL, Java",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"AWS, React, ML, Java, SQL, Web Development","AWS, React, ML, Java, SQL"
Bachelor,1-3 years,"Cybersecurity, Cloud Computing","Java, AWS, Python, Docker",AWS Certified,IT,Cloud Engineer,AWS Training,"Python, AWS, Cybersecurity, Docker, Java, Cloud Computing","AWS, Docker, Java"
Master,5+ years,"Web Development, Data Science, AI","Docker, React, Python",AWS Certified,IT,AI Engineer,AWS Training,"Python, Data Science, React, AI, Docker, Web Development","React, Docker"
Master,1-3 years,"Data Science, AI","Python, AWS, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, Data Science, AWS, AI, React","AWS, React"
Bachelor,1-3 years,Cybersecurity,"Python, ML, Docker","AWS Certified, Google Data Engineer",IT,Software Engineer,"AWS Training, Google Cloud Certification","Python, Cybersecurity, Docker, ML","Docker, ML"
Master,3-5 years,"Data Science, Cybersecurity","ML, React, Python, Java",Azure Fundamentals,IT,Data Scientist,Azure Fundamentals,"Python, Data Science, Cybersecurity, ML, Java, React","ML, Java, React"
Bachelor,0-1 years,"Machine Learning, Data Science, AI","Python, ML, Docker",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, Data Science, AI, Docker, ML","Docker, ML"
Bachelor,3-5 years,"Machine Learning, Data Science","React, Java, Docker, SQL, Python","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, Data Science, Docker, Java, SQL, React","Docker, Java, SQL, React"
Bachelor,5+ years,Web Development,"Java, Docker, SQL, React, AWS",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"AWS, React, Docker, Java, SQL, Web Development","AWS, React, Docker, Java, SQL"
Master,3-5 years,Data Science,"React, AWS, SQL",AWS Certified,IT,Data Scientist,AWS Training,"SQL, Data Science, React, AWS","SQL, React, AWS"
Bachelor,0-1 years,"Cybersecurity, Data Science","Docker, Java, Python, React",Azure Fundamentals,IT,Data Scientist,Azure Fundamentals,"Python, Data Science, Cybersecurity, Docker, Java, React","Docker, Java, React"
Bachelor,0-1 years,"AI, Machine Learning","SQL, ML, Docker, Python","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AI, Docker, ML, SQL","Docker, ML, SQL"
PhD,1-3 years,"Cloud Computing, Data Science","Python, AWS, SQL, ML","Azure Fundamentals, Google Data Engineer",IT,Cloud Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, AWS, ML, SQL, Cloud Computing","AWS, ML, SQL"
Master,0-1 years,"Machine Learning, Web Development, AI","ML, Docker, AWS, SQL, React",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, AWS, React, AI, Docker, ML, SQL, Web Development","AWS, React, Docker, ML, SQL"
PhD,3-5 years,"Web Development, Cybersecurity, AI","SQL, Docker, React, AWS, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Cybersecurity, AWS, React, AI, Docker, Java, SQL, Web Development","AWS, React, Docker, Java, SQL"
Bachelor,5+ years,Data Science,"ML, SQL, Docker, React","Azure Fundamentals, AWS Certified",IT,Data Scientist,"AWS Training, Azure Fundamentals","Data Science, Docker, ML, SQL, React","Docker, ML, SQL, React"
Bachelor,0-1 years,"Cloud Computing, Web Development","Python, AWS, SQL, ML, Docker","Google Data Engineer, Azure Fundamentals",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Python, AWS, Docker, ML, SQL, Web Development, Cloud Computing","AWS, Docker, ML, SQL"
