Job Role,Skills,Certifications,Courses,Projects,Experience Level,Education,Industry,Keywords,Technologies
Cloud Architect,"TensorFlow, SQL, NodeJS, Python, Kubernetes","Google Cloud Professional, AWS Certified Developer","Web Development, Data Structures",Data Visualization Tool,Senior,BCA,Cloud Computing,"ReactJS, SQL, JavaScript","AWS, Azure, Git"
Database Administrator,"Java, Kubernetes, TensorFlow, SQL, NodeJS",Oracle Certified DBA,"Cybersecurity Fundamentals, Data Structures",Fake News Detection,Senior,BCA,Cybersecurity,"NodeJS, JavaScript, C++","Kubernetes, Git, Azure"
Frontend Developer,"TensorFlow, Java, NodeJS, Kubernetes, ReactJS","AWS Certified Developer, Oracle Certified DBA, Google Cloud Professional","Web Development, Cloud Computing, Data Structures","Data Visualization Tool, E-commerce Website",Mid,MCA,Software,"Docker, Java","Git, Docker, AWS"
DevOps Engineer,"Kubernetes, SQL, TensorFlow, C++","Certified Data Scientist, Oracle Certified DBA","Web Development, Data Structures, Machine Learning",Fake News Detection,Entry,MCA,Cloud Computing,"Python, Docker, NodeJS","Docker, Azure"
AI Engineer,"ReactJS, Docker, TensorFlow, C++","Certified Data Scientist, Google Cloud Professional, AWS Certified Developer","Cloud Computing, Web Development, Machine Learning, Data Structures",Data Visualization Tool,Mid,BCA,IT,"C++, Kubernetes, ReactJS, Python","Azure, AWS"
Frontend Developer,"Java, C++, NodeJS, Kubernetes, Docker",Oracle Certified DBA,"Cloud Computing, Cybersecurity Fundamentals","Chatbot Development, Fake News Detection",Senior,MCA,AI,"SQL, Docker","Docker, Kubernetes"
Frontend Developer,"TensorFlow, Python, Kubernetes","AWS Certified Developer, Oracle Certified DBA, Certified Data Scientist","Cybersecurity Fundamentals, Web Development, Cloud Computing, Machine Learning",Chatbot Development,Mid,B.Tech in Computer Science,Cybersecurity,"Java, Kubernetes, C++, NodeJS","Docker, Git, Kubernetes"
Cybersecurity Analyst,"Kubernetes, C++, ReactJS","AWS Certified Developer, Certified Data Scientist","Web Development, Data Structures","Network Security System, E-commerce Website",Entry,BCA,IT,"C++, Java, SQL","Git, Kubernetes"
Software Engineer,"Python, TensorFlow, NodeJS, Java, Docker","Google Cloud Professional, AWS Certified Developer","Cloud Computing, Machine Learning","Network Security System, Data Visualization Tool",Senior,B.Tech in Computer Science,Software,"TensorFlow, Java, Docker","Docker, Kubernetes, Azure"
Backend Developer,"C++, JavaScript, ReactJS, NodeJS",Microsoft Azure Administrator,"Machine Learning, Cybersecurity Fundamentals, Cloud Computing, Web Development","Network Security System, Chatbot Development",Senior,BCA,Cybersecurity,"SQL, C++, Java, TensorFlow","Azure, Kubernetes, Docker"
Cloud Architect,"SQL, TensorFlow, ReactJS, Docker, Java","Certified Data Scientist, AWS Certified Developer","Data Structures, Cloud Computing, Machine Learning",Chatbot Development,Mid,BCA,IT,"NodeJS, C++, Python, ReactJS","Docker, Git"
Full Stack Developer,"Docker, Java, ReactJS, C++","Microsoft Azure Administrator, Certified Data Scientist, Oracle Certified DBA","Machine Learning, Web Development, Cybersecurity Fundamentals, Cloud Computing","E-commerce Website, Data Visualization Tool",Entry,M.Sc in Data Science,Software,"TensorFlow, JavaScript, C++","Docker, Git, AWS"
Backend Developer,"Python, SQL, Docker, Java, TensorFlow","Microsoft Azure Administrator, Google Cloud Professional, AWS Certified Developer","Machine Learning, Web Development, Cybersecurity Fundamentals, Cloud Computing","Fake News Detection, Network Security System",Mid,BCA,AI,"C++, Python, Java, NodeJS","Azure, Git, Kubernetes"
Cloud Architect,"Kubernetes, ReactJS, Docker, JavaScript","Google Cloud Professional, Certified Data Scientist","Data Structures, Cloud Computing","Chatbot Development, E-commerce Website",Mid,BCA,Cloud Computing,"ReactJS, Docker, Java","Docker, AWS"
AI Engineer,"Kubernetes, SQL, TensorFlow, Python, Docker",Oracle Certified DBA,"Cloud Computing, Machine Learning, Cybersecurity Fundamentals, Web Development",E-commerce Website,Senior,Diploma in IT,Software,"C++, Java, Python","Azure, AWS"
Frontend Developer,"ReactJS, C++, Docker, NodeJS, JavaScript","AWS Certified Developer, Certified Data Scientist","Cloud Computing, Data Structures, Machine Learning, Cybersecurity Fundamentals","Data Visualization Tool, Chatbot Development",Senior,MCA,Cloud Computing,"C++, SQL","Git, Kubernetes, Azure"
Cloud Architect,"JavaScript, ReactJS, TensorFlow","Microsoft Azure Administrator, Certified Data Scientist, Oracle Certified DBA","Data Structures, Cloud Computing, Machine Learning, Cybersecurity Fundamentals","Fake News Detection, Chatbot Development",Senior,MCA,Software,"TensorFlow, JavaScript, Java","Git, Docker, Azure"
Software Engineer,"Java, JavaScript, Docker, Kubernetes, NodeJS","AWS Certified Developer, Microsoft Azure Administrator","Cloud Computing, Web Development","Network Security System, Data Visualization Tool",Entry,B.Tech in Computer Science,Cybersecurity,"SQL, C++","Azure, Git, Docker"
Backend Developer,"NodeJS, Docker, Kubernetes, Java",Microsoft Azure Administrator,"Web Development, Cybersecurity Fundamentals",E-commerce Website,Senior,Diploma in IT,AI,"Kubernetes, SQL, ReactJS","Azure, Kubernetes, AWS"
DevOps Engineer,"ReactJS, SQL, Python",Oracle Certified DBA,"Cloud Computing, Data Structures",Network Security System,Entry,BCA,AI,"SQL, C++, TensorFlow","Docker, Kubernetes"
Full Stack Developer,"SQL, Kubernetes, JavaScript, C++, Python","Google Cloud Professional, AWS Certified Developer, Certified Data Scientist","Cybersecurity Fundamentals, Data Structures","Chatbot Development, Network Security System",Mid,MCA,Cloud Computing,"Kubernetes, Java, JavaScript, TensorFlow","AWS, Kubernetes"
Full Stack Developer,"Docker, Java, Kubernetes","Google Cloud Professional, Certified Data Scientist","Cloud Computing, Data Structures, Web Development","Fake News Detection, Data Visualization Tool",Senior,M.Sc in Data Science,IT,"JavaScript, SQL","Kubernetes, AWS, Git"
Full Stack Developer,"JavaScript, C++, ReactJS, NodeJS, Docker","Microsoft Azure Administrator, AWS Certified Developer","Data Structures, Web Development",E-commerce Website,Mid,Diploma in IT,Software,"Docker, Java, SQL","Docker, Kubernetes"
Frontend Developer,"C++, ReactJS, NodeJS, TensorFlow",Microsoft Azure Administrator,"Cybersecurity Fundamentals, Machine Learning, Web Development","Fake News Detection, Network Security System",Senior,BCA,AI,"C++, Docker, JavaScript, Python","Git, Azure, AWS"
Cloud Architect,"Kubernetes, SQL, Python","AWS Certified Developer, Google Cloud Professional","Cybersecurity Fundamentals, Cloud Computing",Data Visualization Tool,Senior,M.Sc in Data Science,IT,"Kubernetes, SQL","AWS, Kubernetes, Docker"
Full Stack Developer,"NodeJS, TensorFlow, SQL",Oracle Certified DBA,"Machine Learning, Web Development, Data Structures, Cloud Computing",Fake News Detection,Entry,M.Sc in Data Science,Cybersecurity,"Kubernetes, Docker","Azure, Docker"
Data Scientist,"Python, ReactJS, Docker, SQL","Microsoft Azure Administrator, AWS Certified Developer","Cybersecurity Fundamentals, Data Structures, Cloud Computing","Data Visualization Tool, Chatbot Development",Entry,B.Tech in Computer Science,AI,"Python, Kubernetes, ReactJS, TensorFlow","AWS, Docker, Azure"
Frontend Developer,"C++, Java, Docker","AWS Certified Developer, Google Cloud Professional","Cloud Computing, Machine Learning, Data Structures",Chatbot Development,Entry,BCA,AI,"ReactJS, SQL, JavaScript, NodeJS","Azure, Docker, Kubernetes"
AI Engineer,"Python, JavaScript, Java, TensorFlow, SQL",Microsoft Azure Administrator,"Web Development, Cloud Computing, Cybersecurity Fundamentals, Data Structures",E-commerce Website,Senior,BCA,Cybersecurity,"Java, NodeJS, Python, C++","Docker, AWS"
Cybersecurity Analyst,"JavaScript, Kubernetes, ReactJS","Certified Data Scientist, Microsoft Azure Administrator, AWS Certified Developer","Web Development, Cloud Computing, Data Structures, Machine Learning","Fake News Detection, E-commerce Website",Senior,MCA,Software,"Python, Kubernetes","Docker, Azure, Git"
Frontend Developer,"Java, Python, ReactJS, JavaScript",Google Cloud Professional,"Machine Learning, Cloud Computing, Web Development",E-commerce Website,Senior,MCA,IT,"NodeJS, C++, ReactJS","Kubernetes, Docker, Azure"
AI Engineer,"Java, SQL, C++, Python, Docker","Microsoft Azure Administrator, Google Cloud Professional, AWS Certified Developer","Cybersecurity Fundamentals, Machine Learning","Fake News Detection, Chatbot Development",Senior,B.Tech in Computer Science,Software,"Kubernetes, JavaScript, NodeJS, TensorFlow","AWS, Azure, Kubernetes"
Software Engineer,"ReactJS, SQL, JavaScript, C++, Docker","Oracle Certified DBA, Microsoft Azure Administrator, Google Cloud Professional","Data Structures, Cloud Computing, Web Development, Cybersecurity Fundamentals","Fake News Detection, Chatbot Development",Entry,Diploma in IT,Cybersecurity,"SQL, ReactJS, Docker, Java","Azure, Docker"
Frontend Developer,"Python, Java, TensorFlow, Docker",AWS Certified Developer,"Data Structures, Cloud Computing","Data Visualization Tool, E-commerce Website",Senior,BCA,Software,"Python, TensorFlow, C++, Docker","Azure, Docker, AWS"
Backend Developer,"Kubernetes, ReactJS, JavaScript","AWS Certified Developer, Google Cloud Professional","Data Structures, Cybersecurity Fundamentals",Network Security System,Entry,MCA,IT,"Python, C++","Kubernetes, Docker, Azure"
DevOps Engineer,"Java, C++, JavaScript, Python, ReactJS","Google Cloud Professional, Oracle Certified DBA, AWS Certified Developer","Cloud Computing, Machine Learning, Cybersecurity Fundamentals","Fake News Detection, E-commerce Website",Mid,MCA,IT,"C++, JavaScript, SQL","Docker, Azure, AWS"
Database Administrator,"SQL, JavaScript, ReactJS",Oracle Certified DBA,"Data Structures, Web Development, Machine Learning",Chatbot Development,Entry,BCA,Cybersecurity,"SQL, C++","Azure, AWS"
Full Stack Developer,"NodeJS, JavaScript, SQL",Microsoft Azure Administrator,"Cybersecurity Fundamentals, Cloud Computing, Web Development",Chatbot Development,Entry,B.Tech in Computer Science,IT,"Java, Kubernetes","Docker, AWS"
Cloud Architect,"NodeJS, ReactJS, Docker, TensorFlow, Java","Microsoft Azure Administrator, Certified Data Scientist, AWS Certified Developer","Cybersecurity Fundamentals, Machine Learning","Data Visualization Tool, E-commerce Website",Entry,BCA,Software,"C++, NodeJS, SQL","Azure, Docker"
Cloud Architect,"Kubernetes, Python, ReactJS, JavaScript","Oracle Certified DBA, AWS Certified Developer, Certified Data Scientist","Cybersecurity Fundamentals, Cloud Computing, Data Structures, Machine Learning",Data Visualization Tool,Senior,B.Tech in Computer Science,Cloud Computing,"Java, NodeJS, SQL, TensorFlow","AWS, Git, Docker"
Software Engineer,"Docker, TensorFlow, SQL, Java, Kubernetes",AWS Certified Developer,"Cybersecurity Fundamentals, Data Structures, Machine Learning","Data Visualization Tool, Chatbot Development",Mid,BCA,AI,"Docker, C++","Kubernetes, Git, Azure"
AI Engineer,"Java, ReactJS, SQL, JavaScript",Microsoft Azure Administrator,"Machine Learning, Cloud Computing",E-commerce Website,Senior,MCA,Software,"Docker, Python, SQL, Kubernetes","Azure, Docker"
Cloud Architect,"NodeJS, ReactJS, JavaScript","Certified Data Scientist, Google Cloud Professional, AWS Certified Developer","Cloud Computing, Cybersecurity Fundamentals","Data Visualization Tool, Chatbot Development",Entry,B.Tech in Computer Science,AI,"NodeJS, SQL, ReactJS","Docker, Git"
Software Engineer,"C++, JavaScript, Java",AWS Certified Developer,"Data Structures, Machine Learning",E-commerce Website,Mid,BCA,AI,"JavaScript, C++","AWS, Azure"
Cybersecurity Analyst,"Python, ReactJS, Docker, TensorFlow, C++",Certified Data Scientist,"Web Development, Data Structures, Cloud Computing",Network Security System,Entry,BCA,Cybersecurity,"NodeJS, TensorFlow, Docker","Kubernetes, AWS"
Database Administrator,"C++, JavaScript, Docker, TensorFlow","AWS Certified Developer, Microsoft Azure Administrator","Web Development, Cloud Computing, Cybersecurity Fundamentals, Machine Learning","Fake News Detection, Network Security System",Senior,MCA,Software,"Kubernetes, NodeJS","Docker, AWS"
Data Scientist,"Kubernetes, C++, TensorFlow","AWS Certified Developer, Google Cloud Professional","Machine Learning, Cybersecurity Fundamentals, Data Structures, Cloud Computing",Fake News Detection,Mid,B.Tech in Computer Science,AI,"SQL, ReactJS","Git, Azure"
Frontend Developer,"JavaScript, C++, Java, Kubernetes, Python","AWS Certified Developer, Microsoft Azure Administrator","Cybersecurity Fundamentals, Web Development, Machine Learning","Network Security System, Data Visualization Tool",Entry,MCA,IT,"Kubernetes, Docker","Docker, Azure, AWS"
Full Stack Developer,"Docker, TensorFlow, SQL, JavaScript","AWS Certified Developer, Certified Data Scientist, Microsoft Azure Administrator","Cloud Computing, Cybersecurity Fundamentals","Chatbot Development, Fake News Detection",Mid,BCA,Software,"NodeJS, SQL","Kubernetes, Azure, AWS"
AI Engineer,"Kubernetes, Java, TensorFlow, Python, SQL","Oracle Certified DBA, Microsoft Azure Administrator","Data Structures, Cybersecurity Fundamentals, Machine Learning","Chatbot Development, Data Visualization Tool",Mid,Diploma in IT,AI,"C++, Kubernetes, Python, TensorFlow","AWS, Kubernetes"
Cybersecurity Analyst,"C++, SQL, Kubernetes, Docker, JavaScript","Oracle Certified DBA, Certified Data Scientist","Web Development, Cybersecurity Fundamentals, Data Structures","E-commerce Website, Network Security System",Senior,MCA,IT,"Docker, Kubernetes","AWS, Docker"
Cybersecurity Analyst,"TensorFlow, Kubernetes, Java","Microsoft Azure Administrator, Oracle Certified DBA","Cybersecurity Fundamentals, Web Development, Machine Learning","E-commerce Website, Fake News Detection",Mid,M.Sc in Data Science,Software,"JavaScript, Docker, Kubernetes, SQL","AWS, Kubernetes, Git"
Data Scientist,"ReactJS, C++, Kubernetes","Microsoft Azure Administrator, Oracle Certified DBA","Data Structures, Web Development, Cloud Computing, Cybersecurity Fundamentals","Network Security System, Chatbot Development",Mid,BCA,AI,"Python, Kubernetes","AWS, Git"
Data Scientist,"JavaScript, SQL, TensorFlow, Kubernetes","Oracle Certified DBA, Certified Data Scientist","Machine Learning, Cloud Computing","Network Security System, Fake News Detection",Mid,B.Tech in Computer Science,AI,"ReactJS, SQL, Kubernetes","AWS, Azure"
Backend Developer,"Docker, ReactJS, NodeJS, SQL, JavaScript","Microsoft Azure Administrator, Google Cloud Professional, AWS Certified Developer","Cloud Computing, Machine Learning, Web Development, Cybersecurity Fundamentals",Data Visualization Tool,Senior,M.Sc in Data Science,Software,"SQL, Kubernetes","Kubernetes, Docker"
Software Engineer,"C++, NodeJS, Python, Java",Microsoft Azure Administrator,"Machine Learning, Data Structures, Cloud Computing",E-commerce Website,Senior,MCA,Cloud Computing,"Kubernetes, NodeJS","Git, AWS, Docker"
Full Stack Developer,"Python, Java, SQL",Oracle Certified DBA,"Web Development, Machine Learning, Data Structures",E-commerce Website,Senior,B.Tech in Computer Science,Cloud Computing,"ReactJS, Python, NodeJS, C++","Docker, Kubernetes, AWS"
Cybersecurity Analyst,"C++, ReactJS, SQL, JavaScript","Google Cloud Professional, Oracle Certified DBA","Data Structures, Cybersecurity Fundamentals",Fake News Detection,Entry,Diploma in IT,Cybersecurity,"TensorFlow, NodeJS, Python","Docker, AWS, Azure"
Frontend Developer,"JavaScript, ReactJS, Kubernetes","Microsoft Azure Administrator, Google Cloud Professional, AWS Certified Developer","Web Development, Cybersecurity Fundamentals, Cloud Computing, Data Structures","Chatbot Development, E-commerce Website",Senior,MCA,AI,"JavaScript, C++","Kubernetes, Git"
DevOps Engineer,"TensorFlow, Python, C++",AWS Certified Developer,"Data Structures, Web Development, Machine Learning, Cybersecurity Fundamentals",Fake News Detection,Senior,MCA,AI,"Kubernetes, ReactJS, Java, Docker","AWS, Kubernetes, Docker"
